Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,5D_ReturnPct,10D_ReturnPct,20D_ReturnPct,50D_ReturnPct,200D_ReturnPct,200D_ReturnPct_Percentile,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA5,PriceVsMA5Pct,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
2132,PAG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,101.49,63.15,107.02,70.64,100.23,65.48,89.3,49.94,91.04,38.57,87.87,40.47,182.21,4.0,0.66,8.35,18.48,0.6,45.84,11521167041.71614,65760087.0,0.1435,-3.85,161868,0.56,180.24,1.09,178.95,1.82,175.92,3.58,168.75,7.98,2.83,34.43,304736,290135,300131,-0.011
2133,WPC,Real Estate,REIT - Diversified,NYSE,101.48,63.13,99.63,47.43,100.85,66.5,95.7,62.18,106.26,66.36,94.82,58.75,73.86,3.71,-2.28,-0.47,3.19,13.63,62.33,15863479329.998322,222739105.0,0.0639,-4.04,806988,0.52,72.71,1.58,73.54,0.44,73.98,-0.16,73.78,0.11,2.17,20.85,1781028,1548389,1434859,0.089
2134,PLTK,Communication Services,Electronic Gaming & Multimedia,NASDAQ,101.48,63.13,115.87,86.79,79.64,29.22,87.02,42.63,64.37,15.88,80.56,29.62,3.83,9.74,22.36,6.69,10.69,6.38,55.02,1327524615.677582,380379545.0,0.0964,-24.16,2894118,1.71,3.76,1.86,3.56,7.58,3.42,11.99,3.5,9.43,6.05,112.17,2200451,1696210,1475260,0.055
2135,AFBI,Financial Services,Banks - Regional,NASDAQ,101.44,63.1,101.62,54.76,103.19,69.34,100.9,69.76,112.67,73.29,100.22,67.81,22.6,0.31,0.4,0.49,1.12,15.01,63.81,137317763.2350254,6094885.0,0.0013,0.31,7121,0.87,22.56,0.18,22.53,0.31,22.51,0.4,22.47,0.58,0.14,126.13,11492,8180,12292,0.042
2136,CXDO,Communication Services,Telecom Services,NASDAQ,101.4,63.08,91.02,22.05,101.19,66.89,142.15,89.98,98.73,51.58,104.25,72.11,7.23,2.41,-1.63,-27.37,12.79,10.38,59.52,228852531.52517748,32415373.0,0.0226,-35.62,1059820,1.34,7.13,1.4,7.14,1.26,7.91,-8.6,8.15,-11.29,7.5,73.74,676102,793430,630708,0.29
2137,SBS,Utilities,Utilities - Regulated Water,NYSE,101.39,63.07,101.12,53.16,98.84,63.26,95.97,62.67,135.56,86.03,111.99,78.86,5.79,10.29,5.85,3.76,-14.88,27.56,73.67,18410668563.0,3506794012.0,0.0058999998,-19.11,6982141,1.05,5.57,3.95,5.5,5.27,5.47,5.85,5.99,-3.34,2.83,85.59,7505234,6659171,6726394,0.183
2138,KPRX,Healthcare,Biotechnology,NASDAQ,101.38,63.05,100.49,50.8,96.74,60.17,107.01,75.46,78.34,25.62,62.53,15.02,2.54,0.4,-2.31,-10.25,0.0,-3.42,42.01,11212808.07320118,4431940.0,0.0042,-22.8,7767,0.21,2.55,-0.39,2.55,-0.39,2.61,-2.68,2.54,0.0,4.83,32.63,34536,37572,44937,
2139,ENB,Energy,Oil & Gas Midstream,NYSE,101.37,63.03,99.96,48.79,102.21,68.06,99.61,68.32,114.99,75.12,94.45,58.05,56.24,3.1,-0.39,1.22,8.26,19.43,67.42,119120637772.22185,2183696415.0,0.0112,-3.78,2535245,0.58,55.65,1.06,55.54,1.26,55.69,0.99,54.76,2.7,1.7,49.14,3232884,4378801,4253644,0.208
2140,AKR,Real Estate,REIT - Retail,NYSE,101.36,63.02,101.75,55.19,99.01,63.57,97.53,65.09,94.83,43.2,93.02,55.19,21.88,3.55,-0.41,-2.5,3.55,16.25,64.83,2821217077.277956,133517141.0,0.2759,-4.45,1347340,0.86,21.66,1.02,21.61,1.25,21.83,0.23,21.64,1.11,2.39,55.54,1944584,1573894,1371106,-0.012
2141,APT,Industrials,Building Products & Equipment,NYSE ARCA,101.35,63.0,96.96,34.7,96.36,59.57,101.19,70.15,93.53,41.4,83.44,33.63,5.25,-3.31,-0.94,-8.38,15.13,8.25,57.11,55477939.006147385,10216932.0,0.0184,-30.0,61454,0.79,5.22,0.57,5.27,-0.38,5.36,-2.05,5.34,-1.69,4.53,37.8,54565,77368,106995,0.055
2142,ETG,Financial Services,Asset Management,NYSE,101.34,62.98,101.77,55.28,99.49,64.29,96.34,63.32,97.14,46.92,108.06,75.94,22.84,-0.95,-0.4,-1.17,6.54,15.24,63.95,1759983157.7197037,76321908.0,0.05,-3.51,86026,0.72,22.85,-0.04,22.95,-0.48,22.9,-0.26,22.49,1.56,1.8,21.94,106122,119604,143924,0.442
2143,SABR,Technology,Software - Infrastructure,NASDAQ,101.33,62.97,118.78,88.89,82.23,32.5,93.58,58.52,76.4,24.11,49.26,9.45,1.99,5.85,18.45,19.16,13.07,12.43,61.44,743188951.3549994,395313273.0,0.1463,-43.47,6297372,0.91,1.86,6.99,1.85,7.57,1.79,11.17,1.78,11.8,7.25,96.99,7088237,6933189,6206765,0.083
2144,MXF,Financial Services,Asset Management,NYSE,101.3,62.94,98.5,39.77,103.79,69.9,101.9,70.84,116.84,76.54,113.35,79.86,21.59,-2.97,-0.92,-3.4,-0.75,22.88,69.98,320846446.25,14420065.0,0.0018000001,-6.13,31972,0.67,21.61,-0.09,21.95,-1.64,21.85,-1.19,21.72,-0.6,2.44,-0.0,31797,47532,55955,0.172
2145,INFU,Healthcare,Medical Devices,NYSE ARCA,101.3,62.94,109.75,77.5,93.52,54.91,96.77,64.03,120.59,79.69,100.08,67.58,10.05,6.69,11.05,10.93,-1.47,-3.55,41.9,190111643.79974174,20181703.0,0.0086,-8.97,452573,2.48,9.25,8.65,9.12,10.2,9.07,10.8,9.45,6.35,4.31,250.96,182687,182315,190515,-0.03
2146,KRP,Energy,Oil & Gas E&P,NYSE,101.29,62.91,97.93,37.9,104.14,70.34,99.16,67.79,115.67,75.52,80.4,29.43,14.78,0.07,-3.71,1.16,6.62,17.33,65.87,1457094043.5194244,98652268.0,0.0208,-6.46,589548,0.71,14.76,0.14,14.82,-0.27,15.05,-1.79,14.8,-0.14,2.29,38.4,752804,829321,873192,-0.067
2147,EFC,Real Estate,REIT - Mortgage,NYSE,101.29,62.91,102.82,58.67,100.67,66.21,95.66,62.14,93.21,41.06,100.34,68.04,13.57,0.97,-0.44,0.82,8.02,8.63,57.6,1685290253.9427414,125393624.0,0.064,-3.9,1227813,1.04,13.53,0.3,13.55,0.15,13.53,0.3,13.29,2.11,1.56,2.37,1430331,1185367,1288480,0.765
2148,CBAN,Financial Services,Banks - Regional,NYSE,101.27,62.87,101.61,54.72,103.69,69.81,97.94,65.83,115.36,75.26,97.79,64.12,20.64,0.39,-0.67,4.72,-1.06,23.53,70.44,435042783.3395176,21159669.0,0.0199,-4.49,515427,1.77,20.74,-0.48,20.73,-0.43,20.41,1.13,20.09,2.74,2.59,140.37,377352,290597,288538,0.339
2149,LVLU,Consumer Cyclical,Apparel Retail,NASDAQ,101.27,62.87,82.31,10.66,91.71,51.61,114.52,80.92,258.91,97.65,78.85,27.61,7.79,2.77,-0.95,-20.02,-17.13,93.54,91.95,21712189.68146324,2864405.0,0.0097,-75.9,11854,0.89,7.53,3.45,7.53,3.45,8.07,-3.47,9.12,-14.58,8.7,70.81,8145,13375,15563,-0.103
2150,RIBBU,Financial Services,Shell Companies,NASDAQ,101.26,62.84,111.21,80.53,95.56,58.08,86.27,40.38,109.62,70.21,90.43,47.64,12.7,-0.24,6.81,21.53,7.81,21.53,68.85,88962500.0,6470000.0,0.21,-23.49,0,0.0,12.75,-0.39,12.99,-2.23,11.87,6.99,11.46,10.82,16.39,0.0,11420,4063,2452,
2151,JF,Financial Services,Credit Services,NASDAQ,101.26,62.84,107.01,70.6,94.2,56.12,91.08,53.87,95.76,44.62,87.38,39.57,1.08,0.93,4.85,6.93,10.2,-6.09,39.53,19623965.74197936,18340154.0,0.0011,-21.74,3990,0.24,1.06,1.89,1.07,0.93,1.03,4.85,1.02,5.88,6.28,58.95,16809,16403,13669,
2152,PRAA,Financial Services,Credit Services,NASDAQ,101.25,62.81,119.46,89.38,81.54,31.57,85.03,37.99,99.81,55.09,92.21,53.12,18.93,26.71,21.97,22.84,-7.57,12.01,61.03,569824850.7154465,38140888.0,0.0375,-16.05,1028285,1.17,17.71,6.89,16.53,14.52,15.8,19.81,17.49,8.23,4.86,128.75,1442308,878109,718135,0.167
2153,AX,Financial Services,Banks - Regional,NYSE,101.24,62.8,109.51,77.04,94.19,56.09,90.5,52.54,104.96,64.52,103.53,71.46,96.23,9.27,7.78,10.27,1.54,5.5,53.79,5009829787.090187,56884635.0,0.0846,-5.58,240944,0.65,93.17,3.28,91.12,5.61,89.2,7.88,89.69,7.29,2.47,39.81,455414,368821,397456,0.193
2154,UA,Consumer Cyclical,Apparel Manufacturing,NYSE,101.23,62.76,106.66,69.7,93.56,55.06,86.91,42.22,105.11,64.67,79.87,28.77,6.05,3.07,3.77,3.6,-1.63,23.98,70.88,2502527067.250988,426324892.0,7.49,-23.48,4589528,1.45,5.83,3.77,5.8,4.31,5.65,7.08,5.72,5.77,4.55,80.0,3074593,3164588,3026548,-0.008
2155,CCJ,Energy,Uranium,NYSE,101.23,62.76,98.32,39.12,98.95,63.44,111.01,78.47,153.13,90.83,142.31,90.15,104.49,-1.88,5.58,-5.55,-12.27,35.28,78.39,46379905896.82118,435532978.0,2.01,-22.74,2314646,0.72,106.13,-1.55,105.87,-1.3,107.09,-2.43,112.05,-6.75,5.15,51.82,2883664,3222871,3250440,0.071
2156,HCC,Basic Materials,Coking Coal,NYSE,101.23,62.76,86.21,15.24,122.0,84.31,136.03,88.49,149.21,90.07,148.21,91.11,81.28,-10.27,-13.55,-22.28,-8.4,39.83,80.51,4782801995.803284,52801964.0,0.1184,-26.37,842808,1.0,84.87,-4.23,89.75,-9.44,95.6,-14.98,90.85,-10.53,5.17,29.96,664070,846343,874340,0.54
2157,KRO,Basic Materials,Specialty Chemicals,NYSE,101.22,62.73,93.45,26.81,110.04,76.53,113.17,79.96,119.29,78.64,61.26,14.21,6.53,-4.53,-4.25,-12.08,1.65,6.76,55.57,786963330.9957123,115053116.0,0.0602,-17.24,197093,0.71,6.6,-1.06,6.78,-3.69,6.82,-4.25,6.92,-5.64,5.06,33.26,314259,278546,307247,0.041
2158,VYNE,Healthcare,Biotechnology,NASDAQ,101.21,62.71,96.98,34.79,118.23,82.18,118.77,82.66,90.38,37.63,72.77,21.59,0.65,2.09,-2.51,-5.63,4.56,125.89,94.32,21199509.606615305,33385055.0,0.0037,-66.84,119660,0.88,0.65,0.0,0.64,1.56,0.66,-1.52,0.66,-1.52,4.45,91.17,150346,135595,169037,-0.574
2159,TDACU,Financial Services,Shell Companies,NASDAQ,101.2,62.69,106.23,68.74,97.23,60.88,95.49,61.78,98.4,50.28,90.26,47.09,11.99,0.0,4.26,4.08,14.85,15.29,64.0,,,0.09,-30.65,0,0.0,11.99,0.0,11.85,1.18,11.92,0.59,11.23,6.77,7.1,0.0,295,1624,974,
2160,VKI,Financial Services,Asset Management,NYSE ARCA,101.2,62.69,104.36,63.32,96.05,59.02,91.87,55.4,100.34,56.7,97.29,63.34,9.41,1.84,1.69,5.66,7.16,16.27,64.85,410480263.11209106,44424272.0,0.0015,-1.98,70589,0.69,9.32,0.97,9.25,1.73,9.08,3.63,8.88,5.97,1.26,46.21,102078,102352,104789,0.002
2161,FF,Basic Materials,Specialty Chemicals,NYSE,101.18,62.65,100.34,50.14,105.93,72.29,95.42,61.63,108.07,68.59,69.8,19.46,4.24,0.0,-7.02,1.92,6.25,13.94,62.66,185981259.64044,43863507.0,0.0252,-17.19,209306,0.8,4.13,2.66,4.24,0.0,4.3,-1.4,4.32,-1.85,3.71,76.36,216790,263140,327580,0.822
2162,DX,Real Estate,REIT - Mortgage,NYSE,101.18,62.65,102.68,58.32,95.84,58.6,92.77,57.23,104.85,64.37,107.93,75.79,13.14,1.94,3.2,2.17,1.86,15.79,64.4,2809870935.7009134,215150907.0,0.0421,-11.99,5349367,1.21,13.0,1.08,12.95,1.47,12.84,2.34,12.92,1.7,1.62,49.2,4996316,4433388,4822675,
2163,WHD,Energy,Oil & Gas Equipment & Services,NYSE,101.18,62.65,91.34,22.6,113.64,79.03,109.89,77.6,105.09,64.61,99.21,66.34,52.01,-4.9,-11.2,-10.54,-2.13,28.28,74.08,3796493841.368294,69418430.0,0.0784,-19.11,915601,1.2,52.71,-1.33,54.97,-5.38,56.77,-8.38,56.71,-8.29,4.08,50.41,844180,766156,744476,0.385
2164,PDSB,Healthcare,Biotechnology,NASDAQ,101.17,62.61,87.59,16.89,109.7,76.21,107.16,75.6,60.76,13.95,64.44,15.93,0.89,-6.96,-20.67,-16.96,-34.67,-24.7,27.2,53303947.68347579,55815653.0,0.0326,-46.39,630033,0.64,0.9,-1.11,0.94,-5.32,1.02,-12.75,1.09,-18.35,10.85,31.08,639363,979511,965760,
2165,REPX,Energy,Oil & Gas E&P,NYSE ARCA,101.16,62.6,93.82,27.54,104.71,70.86,112.21,79.28,134.84,85.68,86.91,38.74,33.74,2.8,-2.29,-4.42,-1.13,29.97,75.14,712060973.9189224,21695947.0,0.038399998,-18.76,313358,0.99,33.21,1.6,33.44,0.9,34.38,-1.86,35.28,-4.37,4.07,81.58,282405,317621,361547,0.112
2166,SHEN,Communication Services,Telecom Services,NASDAQ,101.15,62.58,96.09,32.5,105.0,71.24,108.87,76.9,120.45,79.55,75.58,24.17,15.45,8.96,-4.28,-3.92,-0.45,14.47,63.29,784465991.0629349,55322001.0,0.0627,-10.95,985516,2.71,14.62,5.68,14.98,3.14,15.56,-0.71,15.9,-2.83,3.99,77.1,531571,363350,383480,0.048
2167,FGMCU,Financial Services,Shell Companies,NASDAQ,101.14,62.55,97.81,37.43,121.84,84.24,91.85,55.35,102.98,61.6,91.13,50.08,12.0,4.35,-16.38,8.6,11.63,17.42,65.93,118401700.0,10295800.0,0.37,-37.17,444,0.13,11.84,1.35,11.16,7.53,12.55,-4.38,11.59,3.54,15.08,0.0,4670,3397,2067,
2168,AVNT,Basic Materials,Specialty Chemicals,NYSE,101.14,62.55,104.73,64.32,94.66,56.85,86.23,40.21,108.68,69.17,84.06,34.5,37.91,0.66,4.59,5.57,1.83,5.8,54.19,3453804875.226139,91710167.0,0.025999999,-15.47,848497,0.98,36.96,2.57,37.12,2.13,35.89,5.63,35.85,5.75,3.39,116.55,1030759,862153,757991,0.025
2169,CPBI,Financial Services,Banks - Regional,NASDAQ,101.13,62.53,103.61,61.08,99.63,64.48,97.46,64.94,104.85,64.37,98.4,65.08,18.99,1.88,2.59,3.35,8.27,19.43,67.42,77966960.72703552,4182777.0,0.0011,1.28,5254,1.17,18.82,0.9,18.72,1.44,18.61,2.04,18.05,5.21,0.75,167.58,2175,4491,3745,0.05
2170,NEXN,Communication Services,Advertising Agencies,NASDAQ,101.12,62.51,108.56,74.76,92.86,53.72,94.72,60.61,79.69,26.87,62.01,14.63,8.66,0.7,0.81,2.36,19.45,-12.7,34.62,479198720.6557903,55720779.0,0.0585,-25.25,1291598,4.01,8.56,1.17,8.6,0.7,8.56,1.17,8.05,7.58,4.02,123.57,426519,322179,301873,0.109
2171,OSPN,Technology,Software - Infrastructure,NASDAQ,101.09,62.49,109.51,77.04,100.53,66.07,96.93,64.23,71.79,21.04,68.04,18.13,14.16,4.89,-1.05,1.8,28.26,-4.75,40.64,500483475.0,37072850.0,0.0883,-21.9,821031,1.57,13.62,3.96,13.81,2.53,14.16,0.0,12.87,10.02,3.64,135.73,465063,521457,524474,0.041
2172,BKSY,Industrials,Specialty Business Services,NYSE,101.09,62.49,65.91,3.08,176.43,94.68,268.91,97.4,163.44,92.71,131.19,87.88,24.76,-14.59,-31.16,-52.04,-25.15,51.72,84.61,1075790655.246418,37109026.0,0.21200001,-53.18,1189664,0.5,25.95,-4.59,28.06,-11.76,33.93,-27.03,37.21,-33.46,12.14,37.58,2144326,2363485,2311215,-0.297
2173,SPKLU,Financial Services,Shell Companies,NASDAQ,101.08,62.44,105.1,65.31,95.99,58.91,94.86,60.88,103.45,62.33,96.73,62.29,12.97,-7.42,5.36,3.35,8.99,20.2,67.99,,,0.89,-26.72,0,0.0,13.46,-3.64,13.89,-6.62,13.3,-2.48,12.39,4.68,11.23,-0.0,4210,1740,1054,
2174,BCRX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,101.08,62.44,108.49,74.61,88.51,42.0,91.94,55.59,118.54,78.02,88.54,41.67,9.94,10.57,16.94,9.23,5.3,23.02,70.09,2284922255.2267838,254162660.0,0.1453,-3.68,9868380,1.95,9.66,2.9,9.29,7.0,8.88,11.94,8.92,11.43,4.77,58.82,7345448,5071342,4914091,0.075
2175,MXCT,Healthcare,Medical Devices,NASDAQ,101.08,62.44,125.13,92.27,81.23,31.14,84.82,37.63,37.66,5.4,62.22,14.82,1.24,2.48,12.73,5.98,46.75,-12.68,34.67,129617227.2063675,107121672.0,0.0422,-47.68,14015309,9.6,1.21,2.48,1.18,5.08,1.18,5.08,1.03,20.39,6.07,19.92,2272700,1460473,1235790,-0.071
2176,RBRK,Technology,Software - Infrastructure,NYSE,101.06,62.41,115.51,86.35,91.29,50.69,90.91,53.56,63.13,15.26,91.32,50.8,72.33,3.0,1.23,2.86,40.83,-26.57,26.14,14453282155.775574,205828566.0,0.1009,-27.49,2462785,0.57,72.53,-0.28,70.93,1.97,73.42,-1.48,64.98,11.31,5.64,55.68,3921118,4329639,3794073,0.39
2177,FSI,Basic Materials,Specialty Chemicals,NYSE ARCA,101.04,62.39,108.64,74.93,94.22,56.15,97.58,65.14,85.41,31.95,107.61,75.39,6.82,5.25,7.4,3.18,28.92,-29.91,24.17,82538987.2829485,12737498.0,0.010199999,-40.59,8985,0.48,6.51,4.76,6.46,5.57,6.44,5.9,6.41,6.4,3.06,239.73,12498,18682,23189,0.11
2178,GGZ,Financial Services,Asset Management,NYSE,100.99,62.37,102.77,58.53,98.86,63.33,94.66,60.49,108.96,69.56,105.51,73.33,16.1,1.13,2.86,3.71,0.58,18.56,66.95,122705326.90804482,7707621.0,0.00029999999,-4.17,9287,1.31,16.05,0.31,15.98,0.75,15.73,2.35,15.7,2.55,1.25,24.9,8798,7099,7687,
2179,UTF,Financial Services,Asset Management,NYSE,100.99,62.37,102.74,58.46,98.31,62.44,93.07,57.66,104.62,64.03,89.91,45.87,27.73,2.82,1.84,3.33,6.45,12.7,61.63,3015518293.256098,111810099.0,0.0007,0.29,269256,0.91,27.35,1.39,27.3,1.58,27.06,2.48,26.75,3.66,1.13,73.72,288385,295418,286075,
2180,GNT,Financial Services,Asset Management,NYSE,100.98,62.34,97.83,37.53,102.89,68.85,98.52,66.66,124.88,82.03,110.14,77.21,8.13,-1.33,-1.09,0.86,-8.45,25.87,72.31,133372298.45532799,16185959.0,0.0001,-12.58,148068,1.1,8.17,-0.49,8.24,-1.33,8.23,-1.22,8.3,-2.05,2.22,8.3,150526,134522,103905,
2181,NPB,Financial Services,Banks - Regional,NYSE,100.97,62.33,105.75,67.26,97.05,60.7,89.12,49.51,107.29,67.74,96.15,61.28,18.91,5.94,3.16,9.5,0.53,5.37,53.61,617285892.8919258,34581842.0,0.0152,-2.91,346559,2.22,18.43,2.6,18.19,3.96,17.82,6.12,17.71,6.78,2.82,66.42,219895,155925,151743,0.279
2182,RGNX,Healthcare,Biotechnology,NASDAQ,100.96,62.31,142.26,96.59,56.7,11.71,62.43,14.56,83.0,29.63,142.42,90.18,10.48,34.36,66.88,52.1,11.97,5.97,54.5,403241453.6605387,51697621.0,0.1723,-35.27,3535453,1.41,9.94,5.43,8.61,21.72,7.53,39.18,8.04,30.35,8.02,64.26,3121565,2499048,1830509,-0.928
2183,DPG,Financial Services,Asset Management,NYSE,100.94,62.29,100.92,52.29,98.86,63.33,95.89,62.5,115.81,75.72,96.05,61.14,14.65,3.9,2.59,1.81,0.9,22.25,69.6,514493010.41939735,36488865.0,0.0015,-3.3,47163,0.67,14.42,1.6,14.34,2.16,14.27,2.66,14.42,1.6,1.69,36.27,65436,70072,79213,
2184,CNTN,Healthcare,Biotechnology,NASDAQ,100.94,62.29,91.87,23.81,96.65,59.95,91.12,53.93,148.1,89.87,154.71,92.3,2.97,-11.34,-1.66,-4.5,-17.04,6.45,55.16,233846341.34288788,69804880.0,0.0466,-67.29,6152371,5.11,2.95,0.68,3.12,-4.81,2.91,2.06,3.15,-5.71,12.85,94.29,1963067,1204885,927797,
2185,FDSB,Financial Services,Banks - Regional,NASDAQ,100.93,62.26,104.53,63.8,98.25,62.38,93.82,59.05,106.91,67.26,103.42,71.39,16.14,0.94,3.99,6.82,7.6,15.87,64.44,84185046.2349701,5264856.0,0.003,0.06,5206,0.37,15.98,1.0,15.92,1.38,15.56,3.73,15.29,5.56,1.54,76.48,8780,14253,11146,0.181
2186,CP,Industrials,Railroads,NYSE,100.89,62.23,100.0,48.92,100.12,65.34,97.4,64.82,103.35,62.16,88.13,40.89,87.73,2.2,-1.56,-2.96,8.53,18.16,66.55,76371961752.4574,887736404.0,0.0168,-4.14,3509277,1.19,85.95,2.07,86.89,0.97,88.25,-0.59,86.49,1.43,2.31,65.58,2823317,2949592,2920167,-0.025
2187,SCL,Basic Materials,Specialty Chemicals,NYSE,100.89,62.23,105.92,67.81,96.86,60.38,93.33,58.0,98.16,49.56,79.88,28.81,55.71,3.28,4.82,4.23,11.79,16.96,65.54,1225156611.4279976,22713323.0,0.029000001,-18.07,155438,1.18,54.49,2.24,54.33,2.54,53.2,4.72,51.86,7.42,3.1,74.1,152903,132237,144660,0.019
2188,BCML,Financial Services,Banks - Regional,NASDAQ,100.88,62.21,105.09,65.28,98.22,62.34,94.18,59.69,105.49,65.2,96.62,62.11,32.67,3.55,2.35,6.2,16.81,13.97,62.69,344188943.02685165,10909317.0,0.0113,-1.45,240998,2.57,32.2,1.46,31.98,2.16,31.56,3.52,30.46,7.26,2.54,115.2,146139,93923,74899,0.158
2189,COYA,Healthcare,Biotechnology,NASDAQ,100.85,62.19,119.28,89.18,77.07,27.03,74.81,24.91,66.7,17.55,84.14,34.65,5.5,11.79,18.53,13.87,21.41,-12.28,34.92,115409342.14964104,23457183.0,0.0396,-29.03,248742,1.41,5.33,3.19,5.1,7.84,4.87,12.94,4.66,18.03,6.39,142.22,216954,176058,171404,-0.026
2190,MEGI,Financial Services,Asset Management,NYSE,100.84,62.18,102.26,57.0,98.13,62.15,94.62,60.37,108.85,69.46,95.69,60.39,15.31,2.24,2.17,0.97,3.66,16.29,64.89,785917783.2545586,52047534.0,0.58,-3.65,91931,0.7,15.1,1.39,15.08,1.53,15.02,1.93,14.99,2.13,1.41,46.26,117663,131077,138178,
2191,HIFS,Financial Services,Banks - Regional,NASDAQ,100.83,62.15,108.54,74.71,95.62,58.16,88.76,48.52,106.59,66.75,93.14,55.5,308.4,8.34,5.95,8.4,4.13,13.15,61.96,625447199.0890503,2197250.0,0.1461,-8.76,46462,1.79,296.52,4.01,292.02,5.61,289.3,6.6,285.06,8.19,3.04,75.8,32476,25895,30667,-0.305
2192,DTE,Utilities,Utilities - Regulated Electric,NYSE,100.83,62.15,106.07,68.14,93.47,54.82,89.23,49.74,108.38,68.95,88.36,41.33,154.43,5.49,6.77,8.56,6.07,18.11,66.51,30696657358.398376,208028313.0,0.033099998,-0.13,782002,0.54,150.87,2.36,148.76,3.81,145.48,6.15,144.35,6.98,1.64,50.27,1331610,1452743,1521034,0.158
2193,SBCF,Financial Services,Banks - Regional,NASDAQ,100.82,62.13,108.45,74.48,93.88,55.62,88.81,48.68,102.27,60.49,101.5,69.33,33.45,8.46,7.44,11.31,4.34,11.56,60.55,2999090463.31868,97246772.0,0.0535,-5.91,4483668,4.94,32.21,3.85,31.68,5.59,30.86,8.39,30.88,8.32,2.9,118.58,1362986,907135,886749,0.241
2194,FBRX,Healthcare,Biotechnology,NASDAQ,100.81,62.11,99.12,44.54,91.54,51.21,110.62,78.26,178.15,94.46,169.85,93.97,21.03,17.82,20.86,1.25,-32.77,90.14,91.57,365546891.2620487,20478817.0,0.0672,-41.26,2272411,7.27,18.94,11.03,18.29,14.98,17.96,17.09,22.7,-7.36,6.6,189.14,417351,312513,280428,
2195,FTW,Energy,Oil & Gas E&P,NYSE,100.8,62.09,101.65,54.89,100.78,66.38,94.16,59.67,103.56,62.5,90.97,49.5,12.11,-3.66,-2.26,1.0,14.25,17.89,66.33,348022376.20067596,27686745.0,3.84,-29.59,56556,0.42,12.13,-0.16,12.26,-1.22,12.29,-1.46,11.59,4.49,2.57,67.43,150425,134875,102867,
2196,VMC,Basic Materials,Building Materials,NYSE,100.79,62.07,111.55,80.95,89.32,44.72,81.97,33.28,97.43,47.47,96.3,61.55,311.35,2.81,11.12,12.5,7.11,7.06,55.9,39294968898.22342,129754885.0,0.0446,-5.96,1568731,1.25,307.02,1.41,301.3,3.34,289.89,7.4,285.45,9.07,3.28,41.85,1280583,1253307,1147154,0.074
2197,GUT,Financial Services,Asset Management,NYSE,100.79,62.07,102.91,58.98,100.35,65.71,96.09,62.91,106.79,67.09,101.93,69.8,6.45,2.22,1.9,4.35,6.9,17.05,65.63,565373508.7330694,89599606.0,0.0085,0.94,206724,0.95,6.45,0.0,6.38,1.1,6.3,2.38,6.19,4.2,1.37,33.96,256702,216524,208774,0.219
2198,EVR,Financial Services,Capital Markets,NYSE,100.76,62.03,101.54,54.45,108.72,75.23,102.38,71.42,102.21,60.42,118.6,82.88,342.02,-7.99,-3.68,-1.16,-3.96,5.96,54.47,14379052999.69983,38682484.0,0.030299999,-12.01,332585,0.86,356.64,-4.1,361.87,-5.49,353.29,-3.19,344.62,-0.75,4.21,46.84,379148,386259,481055,1.003
2199,IVR,Real Estate,REIT - Mortgage,NYSE,100.76,62.03,100.31,50.07,99.83,64.84,95.57,61.9,112.03,72.74,109.46,76.95,7.92,0.53,0.53,2.19,-1.36,20.26,68.04,785600000.0,98200000.0,0.0889,-16.63,5734227,2.2,7.83,1.15,7.88,0.51,7.81,1.41,7.84,1.02,1.82,83.08,3274962,2607340,2538924,
2200,AKTX,Healthcare,Biotechnology,NASDAQ,100.75,62.0,147.86,97.08,87.74,39.95,120.56,83.53,25.45,2.78,24.48,3.13,10.73,-1.92,-27.6,-51.34,132.75,-68.07,8.35,17223300.819379807,1574342.0,0.38709998,-78.37,91539,0.06,10.8,-0.65,11.65,-7.9,13.76,-22.02,9.46,13.42,13.96,98.16,92053,1578827,972274,
2201,A,Healthcare,Diagnostics & Research,NYSE,100.75,62.0,112.0,81.83,94.18,56.07,94.37,59.97,87.75,34.4,96.17,61.31,136.01,7.04,4.99,0.47,13.56,8.39,57.27,35885802115.10889,282431944.0,0.021,-15.14,1575904,0.61,131.26,3.62,129.65,4.91,132.33,2.78,122.51,11.02,2.86,26.52,2342420,2564456,2391982,0.1
2202,LOMA,Basic Materials,Building Materials,NYSE,100.73,61.97,99.13,44.6,108.22,74.72,93.61,58.65,102.51,60.93,123.39,85.17,11.56,-4.38,-8.18,-1.45,1.4,45.04,82.5,1410862274.5064926,116696630.0,0.027999999,-12.42,132103,0.28,11.75,-1.62,11.96,-3.34,11.79,-1.95,11.37,1.67,5.28,23.76,440400,476526,427074,0.011
